track_name,artists,track_number,song_id,added_time,popularity,duration_ms,genres,extracted_at
Efecto,Bad Bunny,10,5Eax0qFko2dh7Rl2lYs3bx,2022-11-19T12:39:52Z,94,213061,"reggaeton, trap latino",42:05.0
CUFF IT,Beyoncé,4,1xzi1Jcr7mEi9K2RfzLOqS,2022-11-19T12:39:52Z,93,225388,"dance pop, pop, r&b",42:05.0
Calm Down (with Selena Gomez),"Rema, Selena Gomez",1,0WtM2NBVQNNJLh6scP13H8,2022-11-19T12:39:52Z,92,239317,"dance pop, pop, post-teen pop",42:05.0
Lift Me Up,Rihanna,1,6sCvvleqKbeyOkQDieBYgp,2022-11-19T12:39:52Z,69,196520,"barbadian pop, dance pop, pop, urban contemporary",42:05.0
Ojitos Lindos,"Bad Bunny, Bomba Estéreo",14,3k3NWokhRRkEPhCzPmV8TW,2022-11-19T12:39:52Z,93,258298,"cumbia, latin alternative, pop electronico, tropical alternativo",42:05.0
Die For You,The Weeknd,17,2LBqCSwhJGcFQeTHMVGwy3,2022-11-19T12:39:52Z,87,260253,"canadian contemporary r&b, canadian pop, pop",42:05.0
golden hour,JVKE,3,5odlY52u43F5BjByhxg7wg,2022-11-19T12:39:52Z,87,209259,"modern indie pop, pop",42:05.0
Until I Found You,Stephen Sanchez,7,6VhuP99TE6gYNQRJIlAWFD,2022-11-19T12:39:52Z,83,176666,"gen z singer-songwriter, pop",42:05.0
Monotonía,"Shakira, Ozuna",1,6G12ZafqofSq7YtrMqUm76,2022-11-19T12:39:52Z,92,158804,"puerto rican pop, reggaeton, trap latino",42:05.0
Mockingbird,Eminem,16,561jH07mF1jHuk7KlaeF0s,2022-11-19T12:39:52Z,89,250760,"detroit hip hop, hip hop, rap",42:05.0
Romantic Homicide,d4vd,1,1xK59OXxi2TAAAbmZK0kBL,2022-11-19T12:39:52Z,93,132630,bedroom pop,42:05.0
SNAP,Rosa Linn,5,6zJejIfVYLgjud3lTk4DLB,2022-11-19T12:39:52Z,64,179551,alt z,42:05.0
All I Want for Christmas Is You,Mariah Carey,2,0bYg9bo50gSsH3LtXe2SQn,2022-11-19T12:39:52Z,86,241106,"dance pop, pop, urban contemporary",42:05.0
I Wanna Be Yours,Arctic Monkeys,12,5XeFesFbtLpXzIVDNQP22n,2022-11-19T12:39:52Z,92,183956,"garage rock, modern rock, permanent wave, rock, sheffield indie",42:05.0
Sweater Weather,The Neighbourhood,4,2QjOHCTQ1Jl3zawyYOpxh6,2022-11-19T12:39:52Z,92,240400,"modern alternative rock, modern rock, pop, shimmer pop",42:05.0
"You're On Your Own, Kid",Taylor Swift,5,4D7BCuvgdJlYvlX5WlN54t,2022-11-19T12:39:52Z,89,194206,pop,42:05.0
Down In Atlanta,"Pharrell Williams, Travis Scott",1,5unjCay0kUjuej5ebn4nS4,2022-11-19T12:39:52Z,45,164041,"rap, slap house",42:05.0
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",4,1wtOxkiel43cVs0Yux5Q4h,2022-11-19T12:39:52Z,90,256124,"art pop, pop",42:05.0
Maroon,Taylor Swift,2,3eX0NZfLtGzoLUxPNvRfqm,2022-11-19T12:39:52Z,90,218270,pop,42:05.0
Bejeweled,Taylor Swift,9,3qoftcUZaUOncvIYjFSPdE,2022-11-19T12:39:52Z,88,194165,pop,42:05.0
Karma,Taylor Swift,11,7KokYm8cMIXCsGVmUvKtqf,2022-11-19T12:39:52Z,89,204852,pop,42:05.0
Glimpse of Us,Joji,1,4ewazQLXFTDC8XvCbhvtXs,2022-11-19T12:39:52Z,81,233456,viral pop,42:05.0
Feliz Cumpleaños Ferxxo,Feid,3,2CeKVsFFXG4QzA415QygGb,2022-11-19T12:39:52Z,85,155960,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino",42:05.0
Die For You,Joji,3,26hOm7dTtBi0TdpDGl141t,2022-11-19T12:39:52Z,89,211666,viral pop,42:05.0
Heat Waves,Glass Animals,14,02MWAaffLxlfxAUY7c5dvx,2022-11-19T12:39:52Z,86,238805,"gauze pop, indietronica, shiver pop",42:05.0
Neverita,Bad Bunny,8,31i56LZnwE6uSu3exoHjtB,2022-11-19T12:39:52Z,91,173119,"reggaeton, trap latino",42:05.0
Bones,Imagine Dragons,1,54ipXppHLA8U4yqpOFTUhr,2022-11-19T12:39:52Z,85,165264,"modern rock, rock",42:05.0
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",3,5PjdY0CKGZdEuoNab3yDmX,2022-11-19T12:39:52Z,85,141805,"canadian pop, pop",42:05.0
Pussy & Millions (feat. Travis Scott),"Drake, 21 Savage, Travis Scott",10,2KLwPaRDOB87XOYAT2fgxh,2022-11-19T12:39:52Z,90,242026,"rap, slap house",42:05.0
Moscow Mule,Bad Bunny,1,6Xom58OOXk2SoU711L2IXO,2022-11-19T12:39:52Z,91,245939,"reggaeton, trap latino",42:05.0
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",1,3nqQXoyQOWXiESFLlDF1hG,2022-11-20T11:34:11Z,100,156943,"dance pop, pop, post-teen pop, transpop",37:58.6
Anti-Hero,Taylor Swift,3,0V3wPSX9ygBnCm8psDIegu,2022-11-20T11:34:11Z,97,200690,pop,37:58.6
Rich Flex,"Drake, 21 Savage",1,1bDbXMyjaUIooNwFE9wn0N,2022-11-20T11:34:11Z,94,239359,"atl hip hop, rap",37:58.6
La Bachata,Manuel Turizo,1,5ww2BF9slyYgNOk37BlC4u,2022-11-20T11:34:11Z,97,162637,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino",37:58.6
I'm Good (Blue),"David Guetta, Bebe Rexha",1,4uUG5RXrOk84mYEfFvj3cK,2022-11-20T11:34:11Z,97,175238,"dance pop, edm, pop, post-teen pop",37:58.6
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",1,2tTmW7RDtMQtBk7m2rYeSw,2022-11-20T11:34:11Z,97,198937,"rap canario, trap latino",37:58.6
As It Was,Harry Styles,4,4Dvkj6JhhA12EX05fT7y2e,2022-11-20T11:34:11Z,91,167303,pop,37:58.6
Me Porto Bonito,"Bad Bunny, Chencho Corleone",3,6Sq7ltF9Qa7SNFBsV5Cogx,2022-11-20T11:34:11Z,95,178567,reggaeton flow,37:58.6
"Duki: Bzrp Music Sessions, Vol. 50","Bizarrap, Duki",1,7MkylDYvKTSuWgrsBhHlsG,2022-11-20T11:34:11Z,82,221303,"argentine hip hop, trap argentino, trap latino, trap triste",37:58.6
Tití Me Preguntó,Bad Bunny,4,1IHWl5LamUGEuP4ozKQSXZ,2022-11-20T11:34:11Z,95,243716,"reggaeton, trap latino",37:58.6
Under The Influence,Chris Brown,3,5IgjP7X4th6nMNDh4akUHb,2022-11-20T11:34:11Z,95,184613,"dance pop, pop, r&b",37:58.6
Made You Look,Meghan Trainor,2,0QHEIqNKsMoOY5urbzN48u,2022-11-20T11:34:11Z,90,134256,"dance pop, hip pop, pop, post-teen pop",37:58.6
Hey Mor,"Ozuna, Feid",9,1zsPaEkglFvxjAhrM8yhpr,2022-11-20T11:34:11Z,88,196600,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino",37:58.6
Miss You,"Oliver Tree, Robin Schulz",1,73vIOb4Q7YN6HeJTbscRx5,2022-11-20T11:34:11Z,93,206000,"dance pop, deep euro house, deep house, edm, german dance, pop, pop dance, tropical house",37:58.6
I Ain't Worried,OneRepublic,1,4h9wh7iOZ0GGn8QVp4RAOB,2022-11-20T11:34:11Z,95,148485,"piano rock, pop",37:58.6
DESPECHÁ,ROSALÍA,17,53tfEupEzQRtVFOeZvk7xq,2022-11-20T11:34:11Z,86,156787,r&b en espanol,37:58.6
All I Want for Christmas Is You,Mariah Carey,2,0bYg9bo50gSsH3LtXe2SQn,2022-11-20T11:34:11Z,86,241106,"dance pop, pop, urban contemporary",37:58.6
Another Love,Tom Odell,3,7jtQIBanIiJOMS6RyCx6jZ,2022-11-20T11:34:11Z,66,244360,"chill pop, pop",37:58.6
Efecto,Bad Bunny,10,5Eax0qFko2dh7Rl2lYs3bx,2022-11-20T11:34:11Z,94,213061,"reggaeton, trap latino",37:58.6
Bad Habit,Steve Lacy,5,4k6Uh1HXdhtusDW5y8Gbvy,2022-11-20T11:34:11Z,88,232066,afrofuturism,37:58.6
Midnight Rain,Taylor Swift,6,3rWDp9tBPQR9z6U5YyRSK4,2022-11-20T11:34:11Z,91,174782,pop,37:58.6
Lavender Haze,Taylor Swift,1,5jQI2r1RdgtuT8S3iG8zFC,2022-11-20T11:34:11Z,92,202395,pop,37:58.6
CUFF IT,Beyoncé,4,1xzi1Jcr7mEi9K2RfzLOqS,2022-11-20T11:34:11Z,93,225388,"dance pop, pop, r&b",37:58.6
Ojitos Lindos,"Bad Bunny, Bomba Estéreo",14,3k3NWokhRRkEPhCzPmV8TW,2022-11-20T11:34:11Z,93,258298,"cumbia, latin alternative, pop electronico, tropical alternativo",37:58.6
Calm Down (with Selena Gomez),"Rema, Selena Gomez",1,0WtM2NBVQNNJLh6scP13H8,2022-11-20T11:34:11Z,92,239317,"dance pop, pop, post-teen pop",37:58.6
Until I Found You,Stephen Sanchez,7,6VhuP99TE6gYNQRJIlAWFD,2022-11-20T11:34:11Z,83,176666,"gen z singer-songwriter, pop",37:58.6
Monotonía,"Shakira, Ozuna",1,6G12ZafqofSq7YtrMqUm76,2022-11-20T11:34:11Z,92,158804,"puerto rican pop, reggaeton, trap latino",37:58.6
Mockingbird,Eminem,16,561jH07mF1jHuk7KlaeF0s,2022-11-20T11:34:11Z,89,250760,"detroit hip hop, hip hop, rap",37:58.6
Die For You,The Weeknd,17,2LBqCSwhJGcFQeTHMVGwy3,2022-11-20T11:34:11Z,87,260253,"canadian contemporary r&b, canadian pop, pop",37:58.6
Lift Me Up,Rihanna,1,6sCvvleqKbeyOkQDieBYgp,2022-11-20T11:34:11Z,71,196520,"barbadian pop, dance pop, pop, urban contemporary",37:58.6
golden hour,JVKE,3,5odlY52u43F5BjByhxg7wg,2022-11-20T11:34:11Z,88,209259,"modern indie pop, pop",37:58.6
Romantic Homicide,d4vd,1,1xK59OXxi2TAAAbmZK0kBL,2022-11-20T11:34:11Z,93,132630,bedroom pop,37:58.6
I Wanna Be Yours,Arctic Monkeys,12,5XeFesFbtLpXzIVDNQP22n,2022-11-20T11:34:11Z,92,183956,"garage rock, modern rock, permanent wave, rock, sheffield indie",37:58.6
SNAP,Rosa Linn,5,6zJejIfVYLgjud3lTk4DLB,2022-11-20T11:34:11Z,63,179551,alt z,37:58.6
Sweater Weather,The Neighbourhood,4,2QjOHCTQ1Jl3zawyYOpxh6,2022-11-20T11:34:11Z,92,240400,"modern alternative rock, modern rock, pop, shimmer pop",37:58.6
Feliz Cumpleaños Ferxxo,Feid,3,2CeKVsFFXG4QzA415QygGb,2022-11-20T11:34:11Z,86,155960,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino",37:58.6
Last Christmas,Wham!,1,2FRnf9qhLbvw8fu4IBXx78,2022-11-20T11:34:11Z,81,262960,"dance pop, disco, europop, mellow gold, new romantic, new wave, new wave pop, soft rock, synthpop",37:58.6
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",4,1wtOxkiel43cVs0Yux5Q4h,2022-11-20T11:34:11Z,90,256124,"art pop, pop",37:58.6
Neverita,Bad Bunny,8,31i56LZnwE6uSu3exoHjtB,2022-11-20T11:34:11Z,91,173119,"reggaeton, trap latino",37:58.6
Maroon,Taylor Swift,2,3eX0NZfLtGzoLUxPNvRfqm,2022-11-20T11:34:11Z,90,218270,pop,37:58.6
"You're On Your Own, Kid",Taylor Swift,5,4D7BCuvgdJlYvlX5WlN54t,2022-11-20T11:34:11Z,89,194206,pop,37:58.6
Bejeweled,Taylor Swift,9,3qoftcUZaUOncvIYjFSPdE,2022-11-20T11:34:11Z,88,194165,pop,37:58.6
Heat Waves,Glass Animals,14,02MWAaffLxlfxAUY7c5dvx,2022-11-20T11:34:11Z,86,238805,"gauze pop, indietronica, shiver pop",37:58.6
Glimpse of Us,Joji,1,4ewazQLXFTDC8XvCbhvtXs,2022-11-20T11:34:11Z,81,233456,viral pop,37:58.6
Karma,Taylor Swift,11,7KokYm8cMIXCsGVmUvKtqf,2022-11-20T11:34:11Z,89,204852,pop,37:58.6
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",3,5PjdY0CKGZdEuoNab3yDmX,2022-11-20T11:34:11Z,85,141805,"canadian pop, pop",37:58.6
Moscow Mule,Bad Bunny,1,6Xom58OOXk2SoU711L2IXO,2022-11-20T11:34:11Z,91,245939,"reggaeton, trap latino",37:58.6
Bones,Imagine Dragons,1,54ipXppHLA8U4yqpOFTUhr,2022-11-20T11:34:11Z,85,165264,"modern rock, rock",37:58.6
Die For You,Joji,3,26hOm7dTtBi0TdpDGl141t,2022-11-20T11:34:11Z,89,211666,viral pop,37:58.6
Rockin' Around The Christmas Tree,Brenda Lee,1,2EjXfH91m7f8HiJN1yQg97,2022-11-20T11:34:11Z,82,126266,"adult standards, brill building pop, lounge",37:58.6
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",1,3nqQXoyQOWXiESFLlDF1hG,2022-11-21T11:23:48Z,100,156943,"dance pop, pop, transpop",59:11.3
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"Jung Kook, BTS, FIFA Sound",1,1RDvyOk4WtPCtoqciJwVn8,2022-11-21T11:23:48Z,40,201391,,59:11.3
Anti-Hero,Taylor Swift,3,0V3wPSX9ygBnCm8psDIegu,2022-11-21T11:23:48Z,97,200690,pop,59:11.3
Rich Flex,"Drake, 21 Savage",1,1bDbXMyjaUIooNwFE9wn0N,2022-11-21T11:23:48Z,94,239359,"atl hip hop, rap",59:11.3
La Bachata,Manuel Turizo,1,5ww2BF9slyYgNOk37BlC4u,2022-11-21T11:23:48Z,97,162637,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino",59:11.3
As It Was,Harry Styles,4,4Dvkj6JhhA12EX05fT7y2e,2022-11-21T11:23:48Z,91,167303,pop,59:11.3
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",1,2tTmW7RDtMQtBk7m2rYeSw,2022-11-21T11:23:48Z,97,198937,"rap canario, trap latino",59:11.3
I'm Good (Blue),"David Guetta, Bebe Rexha",1,4uUG5RXrOk84mYEfFvj3cK,2022-11-21T11:23:48Z,97,175238,"dance pop, edm, pop, post-teen pop",59:11.3
All I Want for Christmas Is You,Mariah Carey,2,0bYg9bo50gSsH3LtXe2SQn,2022-11-21T11:23:48Z,87,241106,"dance pop, pop, urban contemporary",59:11.3
Under The Influence,Chris Brown,3,5IgjP7X4th6nMNDh4akUHb,2022-11-21T11:23:48Z,95,184613,"dance pop, pop, r&b",59:11.3
Me Porto Bonito,"Bad Bunny, Chencho Corleone",3,6Sq7ltF9Qa7SNFBsV5Cogx,2022-11-21T11:23:48Z,95,178567,reggaeton flow,59:11.3
Made You Look,Meghan Trainor,2,0QHEIqNKsMoOY5urbzN48u,2022-11-21T11:23:48Z,91,134256,"dance pop, hip pop, pop, post-teen pop",59:11.3
Tití Me Preguntó,Bad Bunny,4,1IHWl5LamUGEuP4ozKQSXZ,2022-11-21T11:23:48Z,95,243716,"reggaeton, trap latino",59:11.3
Another Love,Tom Odell,3,7jtQIBanIiJOMS6RyCx6jZ,2022-11-21T11:23:48Z,66,244360,"chill pop, pop",59:11.3
I Ain't Worried,OneRepublic,1,4h9wh7iOZ0GGn8QVp4RAOB,2022-11-21T11:23:48Z,95,148485,"piano rock, pop",59:11.3
Miss You,"Oliver Tree, Robin Schulz",1,73vIOb4Q7YN6HeJTbscRx5,2022-11-21T11:23:48Z,93,206000,"dance pop, deep euro house, deep house, edm, german dance, pop, pop dance, tropical house",59:11.3
Bad Habit,Steve Lacy,5,4k6Uh1HXdhtusDW5y8Gbvy,2022-11-21T11:23:48Z,88,232066,afrofuturism,59:11.3
Hey Mor,"Ozuna, Feid",9,1zsPaEkglFvxjAhrM8yhpr,2022-11-21T11:23:48Z,88,196600,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino",59:11.3
"Duki: Bzrp Music Sessions, Vol. 50","Bizarrap, Duki",1,7MkylDYvKTSuWgrsBhHlsG,2022-11-21T11:23:48Z,84,221303,"argentine hip hop, trap argentino, trap latino, trap triste",59:11.3
DESPECHÁ,ROSALÍA,17,53tfEupEzQRtVFOeZvk7xq,2022-11-21T11:23:48Z,86,156787,r&b en espanol,59:11.3
Midnight Rain,Taylor Swift,6,3rWDp9tBPQR9z6U5YyRSK4,2022-11-21T11:23:48Z,91,174782,pop,59:11.3
Until I Found You,Stephen Sanchez,7,6VhuP99TE6gYNQRJIlAWFD,2022-11-21T11:23:48Z,83,176666,"gen z singer-songwriter, pop",59:11.3
Lavender Haze,Taylor Swift,1,5jQI2r1RdgtuT8S3iG8zFC,2022-11-21T11:23:48Z,92,202395,pop,59:11.3
Efecto,Bad Bunny,10,5Eax0qFko2dh7Rl2lYs3bx,2022-11-21T11:23:48Z,94,213061,"reggaeton, trap latino",59:11.3
Romantic Homicide,d4vd,1,1xK59OXxi2TAAAbmZK0kBL,2022-11-21T11:23:48Z,93,132630,bedroom pop,59:11.3
I Wanna Be Yours,Arctic Monkeys,12,5XeFesFbtLpXzIVDNQP22n,2022-11-21T11:23:48Z,92,183956,"garage rock, modern rock, permanent wave, rock, sheffield indie",59:11.3
Last Christmas,Wham!,1,2FRnf9qhLbvw8fu4IBXx78,2022-11-21T11:23:48Z,82,262960,"dance pop, disco, europop, new romantic, new wave, new wave pop, soft rock, synthpop",59:11.3
Die For You,The Weeknd,17,2LBqCSwhJGcFQeTHMVGwy3,2022-11-21T11:23:48Z,87,260253,"canadian contemporary r&b, canadian pop, pop",59:11.3
Mockingbird,Eminem,16,561jH07mF1jHuk7KlaeF0s,2022-11-21T11:23:48Z,89,250760,"detroit hip hop, hip hop, rap",59:11.3
golden hour,JVKE,3,5odlY52u43F5BjByhxg7wg,2022-11-21T11:23:48Z,88,209259,"modern indie pop, pop",59:11.3
Sweater Weather,The Neighbourhood,4,2QjOHCTQ1Jl3zawyYOpxh6,2022-11-21T11:23:48Z,92,240400,"modern alternative rock, modern rock, pop, shimmer pop",59:11.3
Ojitos Lindos,"Bad Bunny, Bomba Estéreo",14,3k3NWokhRRkEPhCzPmV8TW,2022-11-21T11:23:48Z,93,258298,"cumbia, latin alternative, pop electronico, tropical alternativo",59:11.3
Calm Down (with Selena Gomez),"Rema, Selena Gomez",1,0WtM2NBVQNNJLh6scP13H8,2022-11-21T11:23:48Z,92,239317,"dance pop, pop, post-teen pop",59:11.3
CUFF IT,Beyoncé,4,1xzi1Jcr7mEi9K2RfzLOqS,2022-11-21T11:23:48Z,93,225388,"dance pop, pop, r&b",59:11.3
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",6,5Odq8ohlgIbQKMZivbWkEo,2022-11-21T11:23:48Z,82,154486,"k-pop, k-pop boy group",59:11.3
Rockin' Around The Christmas Tree,Brenda Lee,1,2EjXfH91m7f8HiJN1yQg97,2022-11-21T11:23:48Z,83,126266,"adult standards, brill building pop",59:11.3
Lift Me Up,Rihanna,1,6sCvvleqKbeyOkQDieBYgp,2022-11-21T11:23:48Z,72,196520,"barbadian pop, dance pop, pop, urban contemporary",59:11.3
SNAP,Rosa Linn,5,6zJejIfVYLgjud3lTk4DLB,2022-11-21T11:23:48Z,63,179551,alt z,59:11.3
Glimpse of Us,Joji,1,4ewazQLXFTDC8XvCbhvtXs,2022-11-21T11:23:48Z,82,233456,viral pop,59:11.3
"You're On Your Own, Kid",Taylor Swift,5,4D7BCuvgdJlYvlX5WlN54t,2022-11-21T11:23:48Z,89,194206,pop,59:11.3
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",4,1wtOxkiel43cVs0Yux5Q4h,2022-11-21T11:23:48Z,90,256124,"art pop, pop",59:11.3
Maroon,Taylor Swift,2,3eX0NZfLtGzoLUxPNvRfqm,2022-11-21T11:23:48Z,89,218270,pop,59:11.3
It's Beginning to Look a Lot like Christmas,Michael Bublé,1,0lLdorYw7lVrJydTINhWdI,2022-11-21T11:23:48Z,73,206639,"adult standards, canadian pop, jazz pop, lounge",59:11.3
Jingle Bell Rock,Bobby Helms,1,7vQbuQcyTflfCIOu3Uzzya,2022-11-21T11:23:48Z,82,130973,,59:11.3
Monotonía,"Shakira, Ozuna",1,6G12ZafqofSq7YtrMqUm76,2022-11-21T11:23:48Z,92,158804,"puerto rican pop, reggaeton, trap latino",59:11.3
Bejeweled,Taylor Swift,9,3qoftcUZaUOncvIYjFSPdE,2022-11-21T11:23:48Z,88,194165,pop,59:11.3
Die For You,Joji,3,26hOm7dTtBi0TdpDGl141t,2022-11-21T11:23:48Z,89,211666,viral pop,59:11.3
Heat Waves,Glass Animals,14,02MWAaffLxlfxAUY7c5dvx,2022-11-21T11:23:48Z,86,238805,"gauze pop, indietronica, shiver pop",59:11.3
Karma,Taylor Swift,11,7KokYm8cMIXCsGVmUvKtqf,2022-11-21T11:23:48Z,89,204852,pop,59:11.3
Feliz Cumpleaños Ferxxo,Feid,3,2CeKVsFFXG4QzA415QygGb,2022-11-21T11:23:48Z,86,155960,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino",59:11.3
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",1,3nqQXoyQOWXiESFLlDF1hG,2022-11-22T17:48:19Z,100,156943,"dance pop, pop, post-teen pop, transpop",14:27.7
Anti-Hero,Taylor Swift,3,0V3wPSX9ygBnCm8psDIegu,2022-11-22T17:48:19Z,97,200690,pop,14:27.7
Rich Flex,"Drake, 21 Savage",1,1bDbXMyjaUIooNwFE9wn0N,2022-11-22T17:48:19Z,94,239359,"atl hip hop, rap",14:27.7
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"Jung Kook, BTS, FIFA Sound",1,1RDvyOk4WtPCtoqciJwVn8,2022-11-22T17:48:19Z,78,201391,,14:27.7
As It Was,Harry Styles,4,4Dvkj6JhhA12EX05fT7y2e,2022-11-22T17:48:19Z,91,167303,pop,14:27.7
I'm Good (Blue),"David Guetta, Bebe Rexha",1,4uUG5RXrOk84mYEfFvj3cK,2022-11-22T17:48:19Z,97,175238,"dance pop, edm, pop, post-teen pop",14:27.7
La Bachata,Manuel Turizo,1,5ww2BF9slyYgNOk37BlC4u,2022-11-22T17:48:19Z,97,162637,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino",14:27.7
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",1,2tTmW7RDtMQtBk7m2rYeSw,2022-11-22T17:48:19Z,97,198937,"rap canario, trap latino",14:27.7
Made You Look,Meghan Trainor,2,0QHEIqNKsMoOY5urbzN48u,2022-11-22T17:48:19Z,91,134256,"dance pop, hip pop, pop, post-teen pop",14:27.7
Under The Influence,Chris Brown,3,5IgjP7X4th6nMNDh4akUHb,2022-11-22T17:48:19Z,95,184613,"dance pop, pop, r&b",14:27.7
Another Love,Tom Odell,3,7jtQIBanIiJOMS6RyCx6jZ,2022-11-22T17:48:19Z,66,244360,"chill pop, pop",14:27.7
Miss You,"Oliver Tree, Robin Schulz",1,73vIOb4Q7YN6HeJTbscRx5,2022-11-22T17:48:19Z,93,206000,"dance pop, deep euro house, deep house, edm, german dance, pop, pop dance, tropical house",14:27.7
I Ain't Worried,OneRepublic,1,4h9wh7iOZ0GGn8QVp4RAOB,2022-11-22T17:48:19Z,95,148485,"piano rock, pop",14:27.7
Me Porto Bonito,"Bad Bunny, Chencho Corleone",3,6Sq7ltF9Qa7SNFBsV5Cogx,2022-11-22T17:48:19Z,95,178567,reggaeton flow,14:27.7
Bad Habit,Steve Lacy,5,4k6Uh1HXdhtusDW5y8Gbvy,2022-11-22T17:48:19Z,88,232066,afrofuturism,14:27.7
Tití Me Preguntó,Bad Bunny,4,1IHWl5LamUGEuP4ozKQSXZ,2022-11-22T17:48:19Z,95,243716,"reggaeton, trap latino",14:27.7
Hey Mor,"Ozuna, Feid",9,1zsPaEkglFvxjAhrM8yhpr,2022-11-22T17:48:19Z,88,196600,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino",14:27.7
All I Want for Christmas Is You,Mariah Carey,2,0bYg9bo50gSsH3LtXe2SQn,2022-11-22T17:48:19Z,87,241106,"dance pop, pop, urban contemporary",14:27.7
Midnight Rain,Taylor Swift,6,3rWDp9tBPQR9z6U5YyRSK4,2022-11-22T17:48:19Z,91,174782,pop,14:27.7
"Duki: Bzrp Music Sessions, Vol. 50","Bizarrap, Duki",1,7MkylDYvKTSuWgrsBhHlsG,2022-11-22T17:48:19Z,84,221303,"argentine hip hop, trap argentino, trap latino, trap triste",14:27.7
Lavender Haze,Taylor Swift,1,5jQI2r1RdgtuT8S3iG8zFC,2022-11-22T17:48:19Z,92,202395,pop,14:27.7
Until I Found You,Stephen Sanchez,7,6VhuP99TE6gYNQRJIlAWFD,2022-11-22T17:48:19Z,83,176666,"gen z singer-songwriter, pop",14:27.7
Romantic Homicide,d4vd,1,1xK59OXxi2TAAAbmZK0kBL,2022-11-22T17:48:19Z,93,132630,bedroom pop,14:27.7
Mockingbird,Eminem,16,561jH07mF1jHuk7KlaeF0s,2022-11-22T17:48:19Z,89,250760,"detroit hip hop, hip hop, rap",14:27.7
DESPECHÁ,ROSALÍA,17,53tfEupEzQRtVFOeZvk7xq,2022-11-22T17:48:19Z,86,156787,r&b en espanol,14:27.7
golden hour,JVKE,3,5odlY52u43F5BjByhxg7wg,2022-11-22T17:48:19Z,88,209259,"modern indie pop, pop",14:27.7
Die For You,The Weeknd,17,2LBqCSwhJGcFQeTHMVGwy3,2022-11-22T17:48:19Z,87,260253,"canadian contemporary r&b, canadian pop, pop",14:27.7
I Wanna Be Yours,Arctic Monkeys,12,5XeFesFbtLpXzIVDNQP22n,2022-11-22T17:48:19Z,92,183956,"garage rock, modern rock, permanent wave, rock, sheffield indie",14:27.7
Calm Down (with Selena Gomez),"Rema, Selena Gomez",1,0WtM2NBVQNNJLh6scP13H8,2022-11-22T17:48:19Z,92,239317,"dance pop, pop, post-teen pop",14:27.7
Efecto,Bad Bunny,10,5Eax0qFko2dh7Rl2lYs3bx,2022-11-22T17:48:19Z,94,213061,"reggaeton, trap latino",14:27.7
CUFF IT,Beyoncé,4,1xzi1Jcr7mEi9K2RfzLOqS,2022-11-22T17:48:19Z,93,225388,"dance pop, pop, r&b",14:27.7
Lift Me Up,Rihanna,1,6sCvvleqKbeyOkQDieBYgp,2022-11-22T17:48:19Z,72,196520,"barbadian pop, dance pop, pop, urban contemporary",14:27.7
Sweater Weather,The Neighbourhood,4,2QjOHCTQ1Jl3zawyYOpxh6,2022-11-22T17:48:19Z,92,240400,"modern alternative rock, modern rock, pop, shimmer pop",14:27.7
SNAP,Rosa Linn,5,6zJejIfVYLgjud3lTk4DLB,2022-11-22T17:48:19Z,63,179551,alt z,14:27.7
Glimpse of Us,Joji,1,4ewazQLXFTDC8XvCbhvtXs,2022-11-22T17:48:19Z,82,233456,viral pop,14:27.7
Ojitos Lindos,"Bad Bunny, Bomba Estéreo",14,3k3NWokhRRkEPhCzPmV8TW,2022-11-22T17:48:19Z,93,258298,"cumbia, latin alternative, pop electronico, tropical alternativo",14:27.7
"You're On Your Own, Kid",Taylor Swift,5,4D7BCuvgdJlYvlX5WlN54t,2022-11-22T17:48:19Z,89,194206,pop,14:27.7
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",4,1wtOxkiel43cVs0Yux5Q4h,2022-11-22T17:48:19Z,90,256124,"art pop, pop",14:27.7
